22,41.46,-87.77599999999998
23,41.46,-87.75199999999998
24,41.46,-87.72799999999998
25,41.46,-87.70399999999998
26,41.46,-87.67999999999998
27,41.46,-87.65599999999998
28,41.46,-87.63199999999998
29,41.46,-87.60799999999998
30,41.46,-87.58399999999997
31,41.46,-87.55999999999997
32,41.46,-87.53599999999997
55,41.478,-87.77599999999998
56,41.478,-87.75199999999998
57,41.478,-87.72799999999998
58,41.478,-87.70399999999998
59,41.478,-87.67999999999998
60,41.478,-87.65599999999998
61,41.478,-87.63199999999998
62,41.478,-87.60799999999998
63,41.478,-87.58399999999997
64,41.478,-87.55999999999997
65,41.478,-87.53599999999997
88,41.496,-87.77599999999998
89,41.496,-87.75199999999998
90,41.496,-87.72799999999998
91,41.496,-87.70399999999998
92,41.496,-87.67999999999998
93,41.496,-87.65599999999998
94,41.496,-87.63199999999998
95,41.496,-87.60799999999998
96,41.496,-87.58399999999997
97,41.496,-87.55999999999997
98,41.496,-87.53599999999997
121,41.514,-87.77599999999998
122,41.514,-87.75199999999998
123,41.514,-87.72799999999998
124,41.514,-87.70399999999998
125,41.514,-87.67999999999998
126,41.514,-87.65599999999998
127,41.514,-87.63199999999998
128,41.514,-87.60799999999998
129,41.514,-87.58399999999997
130,41.514,-87.55999999999997
131,41.514,-87.53599999999997
154,41.532000000000004,-87.77599999999998
155,41.532000000000004,-87.75199999999998
156,41.532000000000004,-87.72799999999998
157,41.532000000000004,-87.70399999999998
158,41.532000000000004,-87.67999999999998
159,41.532000000000004,-87.65599999999998
160,41.532000000000004,-87.63199999999998
161,41.532000000000004,-87.60799999999998
162,41.532000000000004,-87.58399999999997
163,41.532000000000004,-87.55999999999997
164,41.532000000000004,-87.53599999999997
181,41.550000000000004,-87.91999999999999
182,41.550000000000004,-87.89599999999999
183,41.550000000000004,-87.87199999999999
184,41.550000000000004,-87.84799999999998
185,41.550000000000004,-87.82399999999998
186,41.550000000000004,-87.79999999999998
187,41.550000000000004,-87.77599999999998
188,41.550000000000004,-87.75199999999998
189,41.550000000000004,-87.72799999999998
190,41.550000000000004,-87.70399999999998
191,41.550000000000004,-87.67999999999998
192,41.550000000000004,-87.65599999999998
193,41.550000000000004,-87.63199999999998
194,41.550000000000004,-87.60799999999998
195,41.550000000000004,-87.58399999999997
196,41.550000000000004,-87.55999999999997
197,41.550000000000004,-87.53599999999997
214,41.568000000000005,-87.91999999999999
215,41.568000000000005,-87.89599999999999
216,41.568000000000005,-87.87199999999999
217,41.568000000000005,-87.84799999999998
218,41.568000000000005,-87.82399999999998
219,41.568000000000005,-87.79999999999998
220,41.568000000000005,-87.77599999999998
221,41.568000000000005,-87.75199999999998
222,41.568000000000005,-87.72799999999998
223,41.568000000000005,-87.70399999999998
224,41.568000000000005,-87.67999999999998
225,41.568000000000005,-87.65599999999998
226,41.568000000000005,-87.63199999999998
227,41.568000000000005,-87.60799999999998
228,41.568000000000005,-87.58399999999997
229,41.568000000000005,-87.55999999999997
230,41.568000000000005,-87.53599999999997
247,41.586000000000006,-87.91999999999999
248,41.586000000000006,-87.89599999999999
249,41.586000000000006,-87.87199999999999
250,41.586000000000006,-87.84799999999998
251,41.586000000000006,-87.82399999999998
252,41.586000000000006,-87.79999999999998
253,41.586000000000006,-87.77599999999998
254,41.586000000000006,-87.75199999999998
255,41.586000000000006,-87.72799999999998
256,41.586000000000006,-87.70399999999998
257,41.586000000000006,-87.67999999999998
258,41.586000000000006,-87.65599999999998
259,41.586000000000006,-87.63199999999998
260,41.586000000000006,-87.60799999999998
261,41.586000000000006,-87.58399999999997
262,41.586000000000006,-87.55999999999997
263,41.586000000000006,-87.53599999999997
280,41.604000000000006,-87.91999999999999
281,41.604000000000006,-87.89599999999999
282,41.604000000000006,-87.87199999999999
283,41.604000000000006,-87.84799999999998
284,41.604000000000006,-87.82399999999998
285,41.604000000000006,-87.79999999999998
286,41.604000000000006,-87.77599999999998
287,41.604000000000006,-87.75199999999998
288,41.604000000000006,-87.72799999999998
289,41.604000000000006,-87.70399999999998
290,41.604000000000006,-87.67999999999998
291,41.604000000000006,-87.65599999999998
292,41.604000000000006,-87.63199999999998
293,41.604000000000006,-87.60799999999998
294,41.604000000000006,-87.58399999999997
295,41.604000000000006,-87.55999999999997
296,41.604000000000006,-87.53599999999997
313,41.62200000000001,-87.91999999999999
314,41.62200000000001,-87.89599999999999
315,41.62200000000001,-87.87199999999999
316,41.62200000000001,-87.84799999999998
317,41.62200000000001,-87.82399999999998
318,41.62200000000001,-87.79999999999998
319,41.62200000000001,-87.77599999999998
320,41.62200000000001,-87.75199999999998
321,41.62200000000001,-87.72799999999998
322,41.62200000000001,-87.70399999999998
323,41.62200000000001,-87.67999999999998
324,41.62200000000001,-87.65599999999998
325,41.62200000000001,-87.63199999999998
326,41.62200000000001,-87.60799999999998
327,41.62200000000001,-87.58399999999997
328,41.62200000000001,-87.55999999999997
329,41.62200000000001,-87.53599999999997
342,41.64000000000001,-88.01599999999999
343,41.64000000000001,-87.99199999999999
344,41.64000000000001,-87.96799999999999
345,41.64000000000001,-87.94399999999999
346,41.64000000000001,-87.91999999999999
347,41.64000000000001,-87.89599999999999
348,41.64000000000001,-87.87199999999999
349,41.64000000000001,-87.84799999999998
350,41.64000000000001,-87.82399999999998
351,41.64000000000001,-87.79999999999998
352,41.64000000000001,-87.77599999999998
353,41.64000000000001,-87.75199999999998
354,41.64000000000001,-87.72799999999998
355,41.64000000000001,-87.70399999999998
356,41.64000000000001,-87.67999999999998
357,41.64000000000001,-87.65599999999998
